ciudad,provincia,latitud,longitud
"Caliguina","Azuay",-3.216666666666667,-79.55
"Callancay","Azuay",-3.066666666666667,-78.76666666666667
"Callejon","Azuay",-3.05,-79.08333333333333
"Calpi","Chimborazo",-1.65,-78.73333333333333
"Calug","Azuay",-2.9833333333333334,-78.73333333333333
"Caluguro","El Oro",-3.5166666666666666,-79.88333333333334
"Calvario","Azuay",-3.2666666666666666,-79.3
"Calvario","Loja",-3.85,-79.38333333333334
"Calvario","Azuay",-2.7666666666666666,-78.75
"Calvario","El Oro",-3.5,-79.91666666666667
"Camara","Azuay",-3.3333333333333335,-79.15
"Camarones","Esmeraldas",0.9833333333333333,-79.56666666666666
"Camarones","Loja",-4.416666666666667,-80.38333333333334
"Cambana","Zamora-Chinchipe",-3.658888888888889,-78.90833333333335
"Camilo Ponce Enriquez","Azuay",-3.05,-79.73333333333333
"Campamento Agua Colorada","Zamora-Chinchipe",-4.577222222222222,-78.66333333333334
"Campamento Aragundi","Guayas",-2.783333333333333,-79.7
"Campamento El Abandono","Zamora-Chinchipe",-4.610555555555555,-78.69972222222222
"Campamento El Diluvio","Zamora-Chinchipe",-4.619444444444445,-78.72472222222223
"Campamento El Mirador","Zamora-Chinchipe",-4.639166666666666,-78.77
"Campamento La Hambruna","Zamora-Chinchipe",-4.541944444444444,-78.66222222222223
"Campamento La Pampa","Zamora-Chinchipe",-4.556111111111111,-78.66027777777778
"Campamento Quinones","Guayas",-2.7666666666666666,-79.73333333333333
"Campamento Ruisenor","Zamora-Chinchipe",-4.523333333333333,-78.65777777777778
"Campanaguaico","Azuay",-2.9,-79.1
"Campanaka Entza","Morona-Santiago",-3.4975,-78.49138888888889
"Campanita","Esmeraldas",1.388611111111111,-78.77777777777777
"Campo Alegre","Esmeraldas",0.9,-79.78333333333333
"Campo Alegre","Guayas",-2.8,-80.13333333333334
"Campozano","Manabí",-1.5833333333333335,-80.4
"Canaan","Guayas",-1.9,-80.0
"Canalaurco","Azuay",-3.4,-79.05
"Canales","Los Ríos",-1.3333333333333333,-79.81666666666666
"Cananguchal","Sucumbios",0.26666666666666666,-76.81666666666666
"Canar","Cañar",-2.55,-78.93333333333334
"Canaria","Guayas",-1.3166666666666667,-79.85
"Canaribamba","Azuay",-3.1666666666666665,-79.3
"Canaro","Azuay",-2.9,-79.1
"Canas","El Oro",-3.8333333333333335,-80.08333333333333
"Canas","Manabí",-1.1833333333333333,-80.8
"Canaveral","Guayas",-1.3166666666666667,-79.9
"Canaveral","Manabí",0.21666666666666667,-80.03333333333333
"Canaveral","Los Ríos",-1.7,-79.43333333333334
"Canaveral de Afuera","Los Ríos",-1.7333333333333334,-79.48333333333333
"Cancay","Azuay",-2.9,-78.73333333333333
"Canchagua","Cotopaxi",-0.8,-78.68333333333334
"Canchimalero","Esmeraldas",1.2625,-78.99805555555555
"Candelaria","Guayas",-1.9,-79.86666666666666
"Candelaria","Guayas",-2.033333333333333,-79.93333333333334
"Canelos","Pastaza",-1.5833333333333335,-77.75
"Canelos","Morona-Santiago",-2.8333333333333335,-77.95
"Cangahua","Pichincha",-0.06666666666666667,-78.16666666666667
"Cangaimine","Morona-Santiago",-2.3166666666666664,-77.66666666666667
"Cangas","Morona-Santiago",-2.914722222222222,-77.9225
"Cango","Loja",-4.333333333333333,-79.56666666666666
"Cangonama","Loja",-3.966666666666667,-79.7
"Cangrejo","Guayas",-2.1333333333333333,-80.76666666666667
"Canguraca","Loja",-4.216666666666667,-79.86666666666666
"Cani","Chimborazo",-1.8,-78.98333333333333
"Canitas","Guayas",-2.0,-80.58333333333333
"Canitas","Manabí",-0.85,-80.48333333333333
"Canitas","Manabí",-1.5,-80.51666666666667
"Canoa","Manabí",-0.4666666666666667,-80.45
"Canoa","Azuay",-2.8666666666666667,-79.38333333333334
"Canonero","Pichincha",-0.23333333333333334,-79.21666666666667
"Cantagallo","Azuay",-2.8,-78.83333333333333
"Cantagallo","Guayas",-2.25,-79.83333333333333
"Cantagallo","Manabí",-1.3,-80.73333333333333
"Cantarama","Esmeraldas",1.0833333333333333,-78.98611111111111
"Cantzama","Zamora-Chinchipe",-3.855,-78.88472222222222
"Canuto","Manabí",-0.8,-80.11666666666666
"Canzacoto","Pichincha",-0.43333333333333335,-78.75
"Capadino Entza","Morona-Santiago",-2.1166666666666667,-77.8
"Capailoma","Pichincha",0.16666666666666666,-78.08333333333333
"Capareac","Azuay",-3.066666666666667,-78.78333333333333
"Capas","Loja",-4.15,-80.31666666666666
"Capihuara","Orellana",-0.48333333333333334,-77.23333333333333
"Capilla Mauta","Azuay",-3.466666666666667,-79.16666666666667
"Capillapamba","Azuay",-2.9166666666666665,-78.78333333333333
"Capiro","El Oro",-3.7666666666666666,-79.71666666666667
"Capitan Augosto Rivadeneira","Orellana",-0.6166666666666667,-75.88333333333334
"Capizun","Morona-Santiago",-3.061111111111111,-78.04916666666666
"Caple","Esmeraldas",0.5833333333333334,-79.55
"Capone","Guayas",-1.9833333333333334,-79.78333333333333
"Capuli Chico","Carchi",0.5666666666666667,-77.83333333333333
"Capulicrin","Azuay",-2.75,-78.76666666666667
"Capur","Loja",-3.8333333333333335,-79.23333333333333
"Capzhua","Azuay",-2.9,-78.75
"Capzol","Chimborazo",-2.3,-78.91666666666667
"Caracol","Los Ríos",-1.6666666666666665,-79.43333333333334
"Caranango","Loja",-4.25,-79.26666666666667
"Caranqui","Imbabura",0.31666666666666665,-78.13333333333334
"Carbillo","El Oro",-3.533333333333333,-80.2
"Carbonada","Guayas",-1.9166666666666665,-79.7
"Carcabon","El Oro",-3.6333333333333333,-80.2
"Cargalchina","Cañar",-2.55,-79.23333333333333
"Cargue","Cañar",-2.5833333333333335,-79.31666666666666
"Cariaco","Pichincha",0.11666666666666667,-78.66666666666667
"Cariacu","Pichincha",0.08333333333333333,-78.1
"Cariacu","Azuay",-2.8666666666666667,-78.91666666666667
"Cariamanga","Sucumbios",0.025277777777777777,-76.99222222222222
"Cariamanga","Loja",-4.333333333333333,-79.55
"Carishao","Azuay",-2.8666666666666667,-78.95
"Carlos Julio Arosemena Tola","Napo",-1.2,-77.85
"Carlos Ordonez Lazo","Azuay",-2.8166666666666664,-78.76666666666667
"Carmela","Guayas",-1.7166666666666668,-80.0
"Carmela","Pichincha",-0.21666666666666667,-79.23333333333333
"Carmela","Cañar",-2.6333333333333333,-78.9
"Carmela","Guayas",-2.1,-79.66666666666667
"Carmela","Los Ríos",-1.9166666666666665,-79.68333333333334
"Carmela","Pichincha",-0.65,-79.0
"Carmelita","Guayas",-1.9333333333333333,-79.66666666666667
"Carmelo","Loja",-3.9833333333333334,-79.71666666666667
"Carmelo","Pichincha",-0.4166666666666667,-78.41666666666667
"Carmen","Pichincha",-0.36666666666666664,-78.48333333333333
"Carmen","Guayas",-2.1666666666666665,-79.66666666666667
"Carmen Leonor","Guayas",-2.1,-79.7
"Carolina","Guayas",-2.216666666666667,-80.93333333333334
"Carolina","Imbabura",0.7833333333333333,-78.3
"Carolina","Guayas",-2.05,-79.73333333333333
"Carondelet","Esmeraldas",1.126111111111111,-78.76222222222222
"Carrizal","Loja",-4.05,-80.03333333333333
"Carrizal","Guayas",-2.3333333333333335,-80.05
"Carrizal","Guayas",-2.1166666666666667,-80.46666666666667
"Carrizal","Guayas",-2.066666666666667,-79.53333333333333
"Carrizal","Manabí",0.2833333333333333,-80.01666666666667
"Carrizal","Guayas",-1.9166666666666665,-80.68333333333334
"Carrizal","Guayas",-1.8833333333333333,-79.7
"Carrizal","Guayas",-1.85,-80.13333333333334
"Casacay","El Oro",-3.3333333333333335,-79.76666666666667
"Casadel","Azuay",-3.3666666666666667,-79.13333333333334
"Cascajal","Guayas",-1.7833333333333332,-80.18333333333334
"Cascajal","Guayas",-2.066666666666667,-79.93333333333334
"Cascajo","Pichincha",-0.08333333333333333,-78.16666666666667
"Cascarilla","Los Ríos",-1.1833333333333333,-79.5
"Cascol","Manabí",-1.6666666666666665,-80.46666666666667
"Caserio","Orellana",-0.8,-76.25
"Caserio Venceslao","Esmeraldas",0.9666666666666667,-78.96666666666667
"Cashapamba","Pichincha",-0.35,-78.55
"Cashapata","Azuay",-2.9,-79.03333333333333
"Casharum","Loja",-4.1,-79.93333333333334
"Cashatoma","Loja",-3.9833333333333334,-79.51666666666667
"Cashuin","Cañar",-2.466666666666667,-79.06666666666666
"Casiguana","Guayas",-2.1333333333333333,-79.78333333333333
"Casita","Esmeraldas",1.3833333333333333,-78.88333333333334
"Casita","Esmeraldas",0.6833333333333333,-80.08333333333333
"Casitas","Pichincha",-3.3333333333333335,-79.58333333333333
"Caspa Yacu","Pastaza",-2.3333333333333335,-76.73333333333333
"Caspi-Corral","Azuay",-3.066666666666667,-78.98333333333333
"Castelnovo","Esmeraldas",0.8833333333333333,-79.81666666666666
"Catacocha","Loja",-4.066666666666666,-79.63333333333334
"Catacupamba","Pichincha",0.11666666666666667,-78.16666666666667
"Catamaillo","Loja",-4.35,-80.21666666666667
"Catamayo","Loja",-3.9833333333333334,-79.35
"Catambas","Loja",-4.4,-80.46666666666667
"Catanas","Loja",-4.066666666666666,-80.4
"Catarama","Los Ríos",-1.5833333333333335,-79.46666666666667
"Catimbo","Tungurahua",-1.3166666666666667,-78.56666666666666
"Cauchiche","Guayas",-2.75,-80.21666666666667
"Cauquil","Azuay",-3.183333333333333,-79.23333333333333
"Cautivo","Guayas",-2.216666666666667,-80.9
"Cavertul","Cañar",-2.6166666666666667,-78.66666666666667
"Cavino","Guayas",-2.216666666666667,-80.35
"Cayagama","Sucumbios",0.010555555555555556,-77.38583333333334
"Cayambe","Pichincha",0.05,-78.13333333333334
"Cayapas","Esmeraldas",0.8666666666666667,-78.95
"Cayarca","El Oro",-3.466666666666667,-80.15
"Cazaderos","Loja",-4.083333333333333,-80.48333333333333
"Cebadas","Chimborazo",-1.9,-78.61666666666666
"Cebollar","Azuay",-2.8666666666666667,-79.01666666666667
"Cecel","Chimborazo",-1.8833333333333333,-78.66666666666667
"Cecilia","Guayas",-2.0,-79.96666666666667
"Cedropamba","Cañar",-2.533333333333333,-79.33333333333333
"Cedropamba","Azuay",-2.8,-78.66666666666667
"Ceiba","Guayas",-2.216666666666667,-79.9
"Ceibal","Loja",-4.45,-79.71666666666667
"Ceibo Mocho","Loja",-4.2,-80.16666666666667
"Ceibo Pamba","Loja",-4.233333333333333,-79.35
"Ceilan","Pastaza",-1.6,-75.66666666666667
"Celel","Azuay",-2.6833333333333336,-78.65
"Celen","Loja",-3.5666666666666664,-79.26666666666667
"Celica","Loja",-4.116666666666666,-79.95
"Celis","Azuay",-2.9333333333333336,-79.53333333333333
"Centinela","Sucumbios",0.016666666666666666,-75.98333333333333
"Centinela","Guayas",-2.2333333333333334,-80.55
"Central","Sucumbios",-0.2,-76.65
"Centro Cushapucus","Morona-Santiago",-3.0349999999999997,-78.0261111111111
"Centro Kunkuk'","Morona-Santiago",-3.312777777777778,-78.22166666666666
"Centro Miasi","Zamora-Chinchipe",-3.5505555555555555,-78.57638888888889
"Centro Numpatkaim'","Morona-Santiago",-3.2847222222222223,-78.2388888888889
"Centro San Jose","Morona-Santiago",-3.441666666666667,-78.47
"Centro Shuara","Zamora-Chinchipe",-3.8488888888888892,-78.90027777777779
"Centro Shuara de Manchinaza","Zamora-Chinchipe",-3.613888888888889,-78.53111111111112
"Centro Shuara del Quimi","Zamora-Chinchipe",-3.6119444444444446,-78.55749999999999
"Centro Shuara Kunchaim","Morona-Santiago",-3.529166666666667,-78.59944444444444
"Centro Shuara La Inmaculada","Morona-Santiago",-3.5236111111111112,-78.56277777777777
"Centro Timkimints","Morona-Santiago",-3.253888888888889,-78.22611111111111
"Cera","Loja",-3.9166666666666665,-79.28333333333333
"Cerco Pata","Cañar",-2.4833333333333334,-79.13333333333334
"Cerecita","Guayas",-2.35,-80.28333333333333
"Cerezal","Guayas",-2.0166666666666666,-80.6
"Cerrito","Guayas",-1.9,-79.7
"Cerrito","Los Ríos",-1.6166666666666667,-79.51666666666667
"Cerritos","Guayas",-2.25,-79.7
"Cerro Alto","Azuay",-2.9333333333333336,-78.86666666666666
"Cerro Alto","Guayas",-1.6333333333333333,-80.1
"Cerro Milagros","Loja",-4.083333333333333,-80.15
"Cerro Negro","Azuay",-3.2333333333333334,-79.6
"Cerro Verde","Loja",-4.15,-80.25
"Cevallos","Tungurahua",-1.35,-78.61666666666666
"Chacahuizho","Azuay",-3.4166666666666665,-79.13333333333334
"Chacan","Chimborazo",-1.75,-78.73333333333333
"Chacance","Guayas",-1.9166666666666665,-79.68333333333334
"Chacanceo","Azuay",-2.65,-79.35
"Chacapamba","Azuay",-2.9,-78.76666666666667
"Chacarrumi","Azuay",-2.9,-79.05
"Chacauco","Pichincha",-1.45,-78.48333333333333
"Chacras","El Oro",-3.55,-80.2
"Chade","Manabí",-1.2833333333333332,-80.56666666666666
"Chaguan","Azuay",-3.15,-79.01666666666667
"Chaguaraco","Pichincha",0.23333333333333334,-78.78333333333333
"Chaguarhuayco","Loja",-4.016666666666667,-80.31666666666666
"Chaguarloma","Azuay",-2.8833333333333333,-78.75
"Chaguarpamba","Loja",-3.85,-79.65
"Chahuar Huayev","Loja",-4.183333333333334,-80.15
"Chalanga","Loja",-3.95,-79.7
"Chalcalo","Azuay",-3.2666666666666666,-79.38333333333334
"Chalcapa","Azuay",-3.2333333333333334,-79.2
"Chalcur","Cañar",-2.7333333333333334,-78.86666666666666
"Chalpi","Napo",-0.36666666666666664,-78.06666666666666
"Chambac","Tungurahua",-1.35,-78.53333333333333
"Chambarango","Loja",-4.35,-80.26666666666667
"Chambira","Pastaza",-1.6,-77.6
"Chambo","Chimborazo",-1.7333333333333334,-78.58333333333333
"Chamucate","Manabí",-1.25,-80.38333333333334
"Chanala","Morona-Santiago",-2.2,-78.35
"Chanana","Guayas",-1.7,-80.0
"Chancama","Esmeraldas",0.6,-79.55
"Chanchas","Pichincha",-0.2833333333333333,-78.5
"Chanchun","Cañar",-2.7666666666666666,-78.91666666666667
"Chandil","Cañar",-2.7333333333333334,-78.81666666666666
"Chanduy","Guayas",-2.4166666666666665,-80.66666666666667
"Changaimina","Loja",-4.216666666666667,-79.51666666666667
"Changuaral","Esmeraldas",1.3808333333333334,-78.86805555555554
"Chanquinima","Loja",-4.2,-79.5
"Chantaco","Loja",-3.8833333333333333,-79.33333333333333
"Chantilin","Cotopaxi",-0.85,-78.65
"Chapar","Azuay",-3.0166666666666666,-79.03333333333333
"Chapeguaico","Azuay",-2.7333333333333334,-78.73333333333333
"Chapeton","Azuay",-2.85,-78.8
"Chapintza","Zamora-Chinchipe",-3.7669444444444444,-78.87083333333332
"Chapiza","Morona-Santiago",-2.8316666666666666,-77.89555555555556
"Chapulo","Los Ríos",-1.7333333333333334,-79.6
"Chaquicuna","Loja",-3.9166666666666665,-79.41666666666667
"Chaquilcay","Azuay",-2.9,-78.85
"Chaquinal","Loja",-4.033333333333333,-80.05
"Chaquino","Loja",-4.183333333333334,-80.4
"Chaquiro","Loja",-4.35,-80.31666666666666
"Characay","Cañar",-2.5166666666666666,-79.0
"Charapa","Sucumbios",0.19777777777777777,-76.81694444444445
"Charapa Juntai","Morona-Santiago",-2.513888888888889,-77.55583333333333
"Charapoto","Manabí",-0.8333333333333334,-80.48333333333333
"Charco Largo","Carchi",1.1333333333333333,-78.5
"Charohuaina","Loja",-3.5833333333333335,-79.23333333333333
"Charon","Azuay",-3.033333333333333,-78.81666666666666
"Chasqui","Cotopaxi",-0.7,-78.58333333333333
"Chasquin","Azuay",-2.966666666666667,-78.85
"Chau","Morona-Santiago",-2.8211111111111107,-77.76916666666666
"Chaucan","Azuay",-2.95,-78.7
"Chaucha","Azuay",-2.9,-79.4
"Chaucha","Cañar",-2.45,-79.0
"Chauliayacu","Azuay",-2.9833333333333334,-79.03333333333333
"Chaulla","Azuay",-3.2333333333333334,-79.21666666666667
"Chaullamba","Azuay",-2.85,-78.9
"Chaupi","Pichincha",-0.6,-78.63333333333334
"Chaupi Estancia","Pichincha",-0.03333333333333333,-78.25
"Chaupi Loma","Pichincha",0.1,-78.2
"Chaupihacienda","Azuay",-2.9833333333333334,-78.9
"Chaupitranca","Azuay",-3.0166666666666666,-79.56666666666666
"Chaupitranca","Guayas",-3.05,-79.76666666666667
"Chavalula","Azuay",-2.9333333333333336,-78.75
"Chavay","Cañar",-2.783333333333333,-78.83333333333333
"Chavez","Manabí",-0.7,-80.31666666666666
"Chavezpamba","Pichincha",0.13333333333333333,-78.38333333333334
"Checa","Pichincha",-0.13333333333333333,-78.31666666666666
"Checa","Azuay",-2.783333333333333,-79.0
"Checo","Loja",-4.483333333333333,-79.5
"Checo","El Oro",-3.45,-80.03333333333333
"Chequero","Azuay",-3.4333333333333336,-79.15
"Chibuleo","Tungurahua",-1.3,-78.71666666666667
"Chical","Carchi",1.0333333333333334,-78.23333333333333
"Chical","Cañar",-2.4,-78.96666666666667
"Chican","Azuay",-2.8166666666666664,-78.75
"Chicana","Zamora-Chinchipe",-3.7241666666666666,-78.74333333333334
"Chicana Alto","Zamora-Chinchipe",-3.707777777777778,-78.76333333333334
"Chicana Bajo","Zamora-Chinchipe",-3.749722222222222,-78.73277777777778
"Chicaptire","Azuay",-2.9333333333333336,-79.05
"Chiche","El Oro",-3.3333333333333335,-79.66666666666667
"Chiches","Zamora-Chinchipe",-3.641388888888889,-78.5961111111111
"Chichirota","Pastaza",-2.3833333333333333,-76.65
"Chichis","Morona-Santiago",-3.0233333333333334,-77.96805555555555
"Chico Tomalon","Pichincha",0.0,-78.25
"Chicon","Cañar",-2.4333333333333336,-78.98333333333333
"Chicticay","Azuay",-2.8666666666666667,-78.83333333333333
"Chigledel","Cañar",-2.5666666666666664,-79.18333333333334
"Chigshiguin","Cañar",-2.7333333333333334,-78.85
"Chiguan","Azuay",-3.1166666666666667,-79.53333333333333
"Chiguango","Loja",-3.8833333333333333,-79.56666666666666
"Chiguaza","Morona-Santiago",-2.0166666666666666,-77.96666666666667
"Chiguaza","Morona-Santiago",-1.9333333333333333,-77.83333333333333
"Chiguilpe","Pichincha",-0.26666666666666666,-79.1
"Chiguinda","Morona-Santiago",-3.3,-78.68333333333334
"Chiguipe","Pichincha",-0.05,-78.83333333333333
"Chila","Manabí",-0.11666666666666667,-80.06666666666666
"Chilcapamba","Azuay",-2.95,-78.96666666666667
"Chilchil","Cañar",-2.45,-79.16666666666667
"Chilicay","Cañar",-2.25,-79.1
"Chilintomo","Guayas",-1.9,-79.5
"Chilla","Azuay",-3.35,-79.21666666666667
"Chilla","Azuay",-2.95,-78.9
"Chilla","El Oro",-3.466666666666667,-79.58333333333333
"Chillanes","Bolívar",-1.9333333333333333,-79.06666666666666
"Chillavi","Esmeraldas",1.087222222222222,-78.775
"Chillavi del Ceibo","Esmeraldas",1.0791666666666666,-78.81333333333333
"Chillogallo","Pichincha",-0.26666666666666666,-78.56666666666666
"Chima","Los Ríos",-1.9,-79.4
"Chimba","Pichincha",0.13333333333333333,-78.05
"Chimbocal","Esmeraldas",1.3,-78.83333333333333
"Chimbucta","Morona-Santiago",-2.3333333333333335,-77.43333333333334
"Chimbuza","Zamora-Chinchipe",-3.776944444444444,-78.74555555555555
"Chimul","Azuay",-2.8166666666666664,-78.65
"Chinas","Guayas",-1.2333333333333334,-79.9
"Chinca","Esmeraldas",0.7666666666666667,-79.58333333333333
"Chinchanga","Loja",-4.183333333333334,-79.73333333333333
"Chinchin","Tungurahua",-1.3833333333333333,-78.31666666666666
"Chinchin Loma","Pichincha",-0.05,-78.28333333333333
"Chinchinales","Imbabura",0.5166666666666667,-78.15
"Chinchipe","Guayas",-2.2,-81.0
"Chingual","Sucumbios",0.21666666666666667,-77.5
"Chingual","Sucumbios",0.65,-77.58333333333333
"Chinguil","Pichincha",-0.21666666666666667,-78.65
"Chini","Cotopaxi",-1.1166666666666667,-78.95
"Chinimbimi","Morona-Santiago",-2.6333333333333333,-78.26666666666667
"Chinintahua","Tungurahua",-1.1,-78.55
"Chinipata","Azuay",-2.8166666666666664,-78.66666666666667
"Chinkianas","Morona-Santiago",-2.941666666666667,-77.91916666666667
"Chipo","Chimborazo",-1.9666666666666668,-78.75
"Chiquiac","Azuay",-2.8166666666666664,-78.76666666666667
"Chiquicha","Tungurahua",-1.2666666666666666,-78.53333333333333
"Chiquil","El Oro",-3.45,-79.6
"Chiquilpe","Pichincha",-0.03333333333333333,-78.58333333333333
"Chiquintad","Azuay",-2.8166666666666664,-79.0
"Chiriboga","Pichincha",-0.25,-78.73333333333333
"Chirin","Cañar",-2.5833333333333335,-79.11666666666666
"Chirinche de Paez","Cotopaxi",-1.0833333333333333,-78.65
"Chischiguin","Cañar",-2.7333333333333334,-78.85
"Chita","Manabí",-0.4666666666666667,-80.33333333333333
